Fuente;Evento;Etapa;Nivel;Edad;Dispositivo;Titulo;Enlace;Etiquetas;Transcripcion;Descripcion
SituacionesAprendizajeCLM;Situaciones de Aprendizaje (Banco de Recursos JCCM);Infantil;2º ciclo Infantil;3-5 años;"Actividad desconectada; Bluebot; Scratch Jr";Tú sí que sabes A MAR (4 años);https://bancoderecursos.castillalamancha.es/exelearningresource/tu-si-que-sabes-a-mar-4-aos/83692000-a993-dcd5-4596-aeb79ef03e3b;Educación Infantil, Medioambiente marino, Ecosistemas y fauna, Pensamiento computacional, SituacionesAprendizajeCLM;"Variante para 4 años de la misma situación de aprendizaje sobre el mar y los animales marinos, orientada a iniciar al alumnado en el pensamiento computacional y a sensibilizar sobre la contaminación marítima. [Nota: descripción obtenida solo a través de resultados de búsqueda; sitio de origen bloquea el acceso automatizado.]";Variante para 4 años de la misma situación de aprendizaje sobre el mar y los animales marinos, orientada a iniciar al alumnado en el pensamiento computacional y a sensibilizar sobre la contaminación marítima.
SituacionesAprendizajeCLM;Situaciones de Aprendizaje (Banco de Recursos JCCM);Infantil;2º ciclo Infantil;3-5 años;"Actividad desconectada; Bluebot; Scratch Jr";Tú sí que sabes A MAR (3 años);https://bancoderecursos.castillalamancha.es/exelearningresource/tu-si-que-sabes-a-mar-3-aos/408130a7-49a9-03c6-6421-1a264aa318d6;Educación Infantil, Medioambiente marino, Ecosistemas y fauna, Pensamiento computacional, SituacionesAprendizajeCLM;"Variante para 3 años de la misma situación de aprendizaje sobre el mar y los animales marinos, orientada a iniciar al alumnado en el pensamiento computacional y a sensibilizar sobre la contaminación marítima. [Nota: descripción obtenida solo a través de resultados de búsqueda; sitio de origen bloquea el acceso automatizado.]";Variante para 3 años de la misma situación de aprendizaje sobre el mar y los animales marinos, orientada a iniciar al alumnado en el pensamiento computacional y a sensibilizar sobre la contaminación marítima.
SituacionesAprendizajeCLM;Situaciones de Aprendizaje (Banco de Recursos JCCM);Infantil;2º ciclo Infantil;3-5 años;"Actividad desconectada; mTiny; Scratch Jr";Animales y guardianes, ¡Héroes con grandes planes! (5 años);https://bancoderecursos.castillalamancha.es/exelearningresource/animales-y-guardianes-heroes-con-grandes-planes-5/de490bf9-ea86-7a81-9734-d6b28892dfed;Educación Infantil, Ecosistemas y fauna, Pensamiento computacional, Sostenibilidad / ODS, SituacionesAprendizajeCLM;"Situación de aprendizaje de Infantil (5 años) sobre el mundo animal, los ecosistemas y las profesiones que los cuidan, vinculada a los ODS 13 (Acción por el clima) y 15 (Vida de ecosistemas terrestres). A través del juego y la manipulación, el alumnado observa, clasifica y experimenta, iniciándose además en el pensamiento computacional mediante el lenguaje de programación. [Nota: descripción obtenida solo a través de resultados de búsqueda; sitio de origen bloquea el acceso automatizado.]";Situación de aprendizaje de Infantil (5 años) sobre el mundo animal, los ecosistemas y las profesiones que los cuidan, vinculada a los ODS 13 (Acción por el clima) y 15 (Vida de ecosistemas terrestres).
SituacionesAprendizajeCLM;Situaciones de Aprendizaje (Banco de Recursos JCCM);Infantil;2º ciclo Infantil;3-5 años;"Actividad desconectada; mTiny; Scratch Jr";Animales y guardianes, ¡Héroes con grandes planes! (4 años);https://bancoderecursos.castillalamancha.es/exelearningresource/animales-y-guardianes-heroes-con-grandes-planes-4/fa77db2e-10f3-5e16-c06c-4d8b046b09cf;Educación Infantil, Ecosistemas y fauna, Pensamiento computacional, Sostenibilidad / ODS, SituacionesAprendizajeCLM;"Variante para 4 años de la situación de aprendizaje sobre el mundo animal y los ecosistemas, vinculada a los ODS 13 y 15, con iniciación al pensamiento computacional. [Nota: descripción obtenida solo a través de resultados de búsqueda; sitio de origen bloquea el acceso automatizado.]";"Variante para 4 años de la situación de aprendizaje sobre el mundo animal y los ecosistemas, vinculada a los ODS 13 y 15, con iniciación al pensamiento computacional. [Nota: descripción obtenida solo a través de resultados de búsqueda; sitio de origen bloquea el acceso automatizado.]"
SituacionesAprendizajeCLM;Situaciones de Aprendizaje (Banco de Recursos JCCM);Infantil;2º ciclo Infantil;3-5 años;"Actividad desconectada; mTiny; Scratch Jr";Animales y guardianes, ¡Héroes con grandes planes! (3 años);https://bancoderecursos.castillalamancha.es/exelearningresource/animales-y-guardianes-heroes-con-grandes-planes-3/e4a06b77-746b-ded6-707d-2c1a670e7c59;Educación Infantil, Ecosistemas y fauna, Pensamiento computacional, Sostenibilidad / ODS, SituacionesAprendizajeCLM;"Variante para 3 años de la situación de aprendizaje sobre el mundo animal y los ecosistemas, vinculada a los ODS 13 y 15, con iniciación al pensamiento computacional. [Nota: descripción obtenida solo a través de resultados de búsqueda; sitio de origen bloquea el acceso automatizado.]";"Variante para 3 años de la situación de aprendizaje sobre el mundo animal y los ecosistemas, vinculada a los ODS 13 y 15, con iniciación al pensamiento computacional. [Nota: descripción obtenida solo a través de resultados de búsqueda; sitio de origen bloquea el acceso automatizado.]"
SituacionesAprendizajeCLM;Situaciones de Aprendizaje (Banco de Recursos JCCM);Primaria;Tercer ciclo;10-12 años;"Actividad desconectada; Scratch 3.0,0";El alumnado que domó las energías;https://bancoderecursos.castillalamancha.es/exelearningresource/el-alumnado-que-domo-las-energias/7d55183d-63bb-cc8b-9299-f2dfeb9821cd;Educación Primaria, Energía, SituacionesAprendizajeCLM;"Situación de aprendizaje de Tercer Ciclo de Primaria que parte de una provocación -ayudar a un niño africano de su edad a resolver un problema- para despertar la curiosidad sobre la energía y sus fuentes, desarrollando el pensamiento científico mediante observación, experimentación e investigación. [Nota: descripción obtenida solo a través de resultados de búsqueda; sitio de origen bloquea el acceso automatizado.]";Situación de aprendizaje de Tercer Ciclo de Primaria que parte de una provocación -ayudar a un niño africano de su edad a resolver un problema- para despertar la curiosidad sobre la energía y sus fuentes, desarrollando el pensamiento científico mediante observación, experimentación e investigación.
SituacionesAprendizajeCLM;Situaciones de Aprendizaje (Banco de Recursos JCCM);Primaria;Tercer ciclo;10-12 años;"Actividad desconectada; Codey Rocky; Lego Spike; Scratch 3.0,0";Un viaje al pasado;https://bancoderecursos.castillalamancha.es/exelearningresource/un-viaje-al-pasado/df31ccde-33c1-510c-a373-50846689f7ba;Educación Primaria, Historia / pensamiento histórico, SituacionesAprendizajeCLM;"Situación de aprendizaje de Primaria con una narrativa en la que una niña descendiente de Juanelo Turriano fabrica una máquina del tiempo para viajar al pasado y ayudar a los reyes a reconstruir elementos de la historia de España perdidos en un incendio, trabajando pensamiento histórico, crítico y computacional. [Nota: descripción obtenida solo a través de resultados de búsqueda, sin confirmar el ciclo exacto de Primaria; sitio de origen bloquea el acceso automatizado.]";Situación de aprendizaje de Primaria con una narrativa en la que una niña descendiente de Juanelo Turriano fabrica una máquina del tiempo para viajar al pasado y ayudar a los reyes a reconstruir elementos de la historia de España perdidos en un incendio, trabajando pensamiento histórico, crítico y…
SituacionesAprendizajeCLM;Situaciones de Aprendizaje (Banco de Recursos JCCM);Primaria;Segundo ciclo;8-10 años;"Actividad desconectada; Scratch 3.0,0";Cocinando al sol;https://bancoderecursos.castillalamancha.es/exelearningresource/cocinando-al-sol/055605bd-9275-c140-3c77-5747e71ddb18;Educación Primaria, Energía, SituacionesAprendizajeCLM;"Situación de aprendizaje de Segundo Ciclo de Primaria que parte de la provocación de ayudar a un niño africano a resolver un problema, despertando la curiosidad sobre la energía térmica, los hornos solares y el cuidado del medio ambiente, mediante observación, experimentación e investigación. [Nota: descripción obtenida solo a través de resultados de búsqueda; sitio de origen bloquea el acceso automatizado.]";Situación de aprendizaje de Segundo Ciclo de Primaria que parte de la provocación de ayudar a un niño africano a resolver un problema, despertando la curiosidad sobre la energía térmica, los hornos solares y el cuidado del medio ambiente, mediante observación, experimentación e investigación.
SituacionesAprendizajeCLM;Situaciones de Aprendizaje (Banco de Recursos JCCM);Primaria;Segundo ciclo;8-10 años;"Actividad desconectada; Codey Rocky; Lego Spike; Scratch 3.0,0";Maquinando pirámides;https://bancoderecursos.castillalamancha.es/exelearningresource/maquinando-piramides/d1cca353-c34d-789c-b6ad-7736b34635e3;Educación Primaria, Egiptología / máquinas simples, SituacionesAprendizajeCLM;"Situación de aprendizaje de Segundo Ciclo de Primaria que parte de la provocación de ayudar a un niño y una niña del Antiguo Egipto a descubrir cómo construir una pirámide, despertando la curiosidad sobre las máquinas simples (en concreto la polea) y su uso en la construcción de grandes obras antiguas. [Nota: descripción obtenida solo a través de resultados de búsqueda; sitio de origen bloquea el acceso automatizado.]";Situación de aprendizaje de Segundo Ciclo de Primaria que parte de la provocación de ayudar a un niño y una niña del Antiguo Egipto a descubrir cómo construir una pirámide, despertando la curiosidad sobre las máquinas simples (en concreto la polea) y su uso en la construcción de grandes obras…
SituacionesAprendizajeCLM;Situaciones de Aprendizaje (Banco de Recursos JCCM);Primaria;Primer ciclo;6-8 años;"Actividad desconectada; Scratch 3.0,0";Los secretos del arcoíris;https://bancoderecursos.castillalamancha.es/exelearningresource/los-secretos-del-arcoiris/8e4a88b8-7794-ad90-dee8-211c83d27be4;Educación Primaria, Energía, Óptica / luz, Sostenibilidad / ODS, SituacionesAprendizajeCLM;"Situación de aprendizaje de Primer Ciclo de Primaria que parte de la observación de un arcoíris en un día de lluvia para investigar la luz, sus características y propiedades, incluyendo una labor de sensibilización sobre la contaminación lumínica relacionada con el ODS 7 (Energía asequible y no contaminante). [Nota: descripción obtenida solo a través de resultados de búsqueda; sitio de origen bloquea el acceso automatizado.]";Situación de aprendizaje de Primer Ciclo de Primaria que parte de la observación de un arcoíris en un día de lluvia para investigar la luz, sus características y propiedades, incluyendo una labor de sensibilización sobre la contaminación lumínica relacionada con el ODS 7 (Energía asequible y no…
SituacionesAprendizajeCLM;Situaciones de Aprendizaje (Banco de Recursos JCCM);Primaria;Primer ciclo;6-8 años;"Actividad desconectada; Codey Rocky; Lego Spike; Scratch 3.0,0";Explorando el tiempo;https://bancoderecursos.castillalamancha.es/exelearningresource/explorando-el-tiempo/a3b99783-5064-8dc3-9628-c06890bb19a5;Educación Primaria, Historia / pensamiento histórico, Medios de comunicación, Pensamiento computacional, SituacionesAprendizajeCLM;"Situación de aprendizaje de Primer Ciclo de Primaria que parte de una provocación -viajar entre pasado, presente y futuro con una máquina del tiempo- para descubrir los distintos medios de comunicación que ha utilizado la humanidad, desde los más antiguos hasta los más avanzados, culminando con la creación de un mundo futuro imaginario con nuevos medios de comunicación, y trabajando de forma lúdica el pensamiento computacional. [Nota: descripción obtenida solo a través de resultados de búsqueda; sitio de origen bloquea el acceso automatizado.]";Situación de aprendizaje de Primer Ciclo de Primaria que parte de una provocación -viajar entre pasado, presente y futuro con una máquina del tiempo- para descubrir los distintos medios de comunicación que ha utilizado la humanidad, desde los más antiguos hasta los más avanzados, culminando con la…
CajasAprendizajeCLM;Cajas de Aprendizaje (Banco de Recursos JCCM);Secundaria;4º ESO;15-16 años;"Actividad desconectada; Scratch 3.0.0; Robótica";FormulaSolarPower;https://bancoderecursos.castillalamancha.es/exelearningresource/caja-de-aprendizaje-formulasolarpower/ce4c794f-3e42-9602-23c7-68103faa4097;Energía / sostenibilidad, CajasAprendizajeCLM, Datos incompletos (verificar);[AVISO: no se ha podido acceder al contenido de esta ficha -bloqueo de robots.txt del sitio- ni encontrar una descripción indexada en buscadores más allá del título. Por el nombre, parece una caja de aprendizaje sobre energía solar aplicada a un vehículo (posiblemente ligada a STEM/tecnología), pero no hay datos verificados de etapa, edad ni desarrollo de la actividad. Recomendable revisar manualmente antes de dar esta fila por buena.];[AVISO: no se ha podido acceder al contenido de esta ficha -bloqueo de robots.txt del sitio- ni encontrar una descripción indexada en buscadores más allá del título. Por el nombre, parece una caja de aprendizaje sobre energía solar aplicada a un vehículo (posiblemente ligada a STEM/tecnología),…
CajasAprendizajeCLM;Cajas de Aprendizaje (Banco de Recursos JCCM) / EU Code Week;Secundaria;1º ESO;12-13 años;Actividad desconectada;Calculus romanus;https://bancoderecursos.castillalamancha.es/exelearningresource/caja-de-aprendizaje-calculus-romanus/1cbd0aa9-55ef-c8f6-15ed-d2e86f5faec7;Secundaria, Matemáticas, Historia, Programación / Microbit, EU Code Week, CajasAprendizajeCLM;Caja de aprendizaje de Matemáticas para 1º de ESO (interdisciplinar con Geografía e Historia) que repasa números romanos, números enteros, porcentajes y fracciones a través de una serie de retos ambientados en la Roma antigua y su legado en Castilla-La Mancha, combinando recursos desconectados y conectados. Actividad organizada dentro de la Semana de la Programación de la UE (#EUCodeWeek). [Nota: descripción obtenida vía resultados de búsqueda, sitio de origen bloquea el acceso automatizado.];Caja de aprendizaje de Matemáticas para 1º de ESO (interdisciplinar con Geografía e Historia) que repasa números romanos, números enteros, porcentajes y fracciones a través de una serie de retos ambientados en la Roma antigua y su legado en Castilla-La Mancha, combinando recursos desconectados y…
